ts_utc,ts_local,location,load_mw,is_system
2025-08-10 00:00:00+00:00,2025-08-09 20:00:00-04:00,ISONE,16387.514,True
2025-08-10 00:05:00+00:00,2025-08-09 20:05:00-04:00,ISONE,16360.285,True
2025-08-10 00:10:00+00:00,2025-08-09 20:10:00-04:00,ISONE,16366.938,True
2025-08-10 00:15:00+00:00,2025-08-09 20:15:00-04:00,ISONE,16338.197,True
2025-08-10 00:20:00+00:00,2025-08-09 20:20:00-04:00,ISONE,16303.948,True
2025-08-10 00:25:00+00:00,2025-08-09 20:25:00-04:00,ISONE,16276.569,True
2025-08-10 00:30:00+00:00,2025-08-09 20:30:00-04:00,ISONE,16214.372,True
2025-08-10 00:35:00+00:00,2025-08-09 20:35:00-04:00,ISONE,16219.308,True
2025-08-10 00:40:00+00:00,2025-08-09 20:40:00-04:00,ISONE,16125.34,True
2025-08-10 00:45:00+00:00,2025-08-09 20:45:00-04:00,ISONE,16081.09,True
2025-08-10 00:50:00+00:00,2025-08-09 20:50:00-04:00,ISONE,16018.964,True
2025-08-10 00:55:00+00:00,2025-08-09 20:55:00-04:00,ISONE,15972.354,True
2025-08-10 01:00:00+00:00,2025-08-09 21:00:00-04:00,ISONE,15889.556,True
2025-08-10 01:05:00+00:00,2025-08-09 21:05:00-04:00,ISONE,15768.534,True
2025-08-10 01:10:00+00:00,2025-08-09 21:10:00-04:00,ISONE,15699.821,True
2025-08-10 01:15:00+00:00,2025-08-09 21:15:00-04:00,ISONE,15635.992,True
2025-08-10 01:20:00+00:00,2025-08-09 21:20:00-04:00,ISONE,15524.877,True
2025-08-10 01:25:00+00:00,2025-08-09 21:25:00-04:00,ISONE,15490.014,True
2025-08-10 01:30:00+00:00,2025-08-09 21:30:00-04:00,ISONE,15399.118,True
2025-08-10 01:35:00+00:00,2025-08-09 21:35:00-04:00,ISONE,15370.237,True
2025-08-10 01:40:00+00:00,2025-08-09 21:40:00-04:00,ISONE,15258.544,True
2025-08-10 01:45:00+00:00,2025-08-09 21:45:00-04:00,ISONE,15195.696,True
2025-08-10 01:50:00+00:00,2025-08-09 21:50:00-04:00,ISONE,15101.357,True
2025-08-10 01:55:00+00:00,2025-08-09 21:55:00-04:00,ISONE,15011.379,True
2025-08-10 02:00:00+00:00,2025-08-09 22:00:00-04:00,ISONE,14877.408,True
2025-08-10 02:05:00+00:00,2025-08-09 22:05:00-04:00,ISONE,14791.817,True
2025-08-10 02:10:00+00:00,2025-08-09 22:10:00-04:00,ISONE,14705.72,True
2025-08-10 02:15:00+00:00,2025-08-09 22:15:00-04:00,ISONE,14629.868,True
2025-08-10 02:20:00+00:00,2025-08-09 22:20:00-04:00,ISONE,14540.474,True
2025-08-10 02:25:00+00:00,2025-08-09 22:25:00-04:00,ISONE,14452.347,True
2025-08-10 02:30:00+00:00,2025-08-09 22:30:00-04:00,ISONE,14336.159,True
2025-08-10 02:35:00+00:00,2025-08-09 22:35:00-04:00,ISONE,14258.895,True
2025-08-10 02:40:00+00:00,2025-08-09 22:40:00-04:00,ISONE,14152.486,True
2025-08-10 02:45:00+00:00,2025-08-09 22:45:00-04:00,ISONE,14086.614,True
2025-08-10 02:50:00+00:00,2025-08-09 22:50:00-04:00,ISONE,13972.716,True
2025-08-10 02:55:00+00:00,2025-08-09 22:55:00-04:00,ISONE,13887.058,True
2025-08-10 03:00:00+00:00,2025-08-09 23:00:00-04:00,ISONE,13763.351,True
