ts_utc,ts_local,zone_id,zone_name,load_mw
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4008,NEMASSBOST,3249.844
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4006,SEMASS,1952.574
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4005,RHODEISLAND,1043.39
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4001,MAINE,1606.95
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4004,CONNECTICUT,3584.471
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4003,VERMONT,660.035
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4002,NEWHAMPSHIRE,1495.275
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4008,NEMASSBOST,3249.844
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4007,WCMASS,1992.307
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4006,SEMASS,1952.574
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4007,WCMASS,1992.307
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4005,RHODEISLAND,1043.39
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4001,MAINE,1606.95
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4003,VERMONT,660.035
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4004,CONNECTICUT,3584.471
2025-08-24 00:00:00+00:00,2025-08-23 20:00:00-04:00,4002,NEWHAMPSHIRE,1495.275
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4001,MAINE,1588.936
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4002,NEWHAMPSHIRE,1489.517
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4003,VERMONT,665.859
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4004,CONNECTICUT,3576.951
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4005,RHODEISLAND,1045.732
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4006,SEMASS,1948.068
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4007,WCMASS,1992.21
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4008,NEMASSBOST,3234.466
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4001,MAINE,1588.936
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4008,NEMASSBOST,3234.466
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4007,WCMASS,1992.21
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4003,VERMONT,665.859
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4004,CONNECTICUT,3576.951
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4002,NEWHAMPSHIRE,1489.517
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4005,RHODEISLAND,1045.732
2025-08-24 00:05:00+00:00,2025-08-23 20:05:00-04:00,4006,SEMASS,1948.068
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4001,MAINE,1586.617
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4008,NEMASSBOST,3223.392
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4007,WCMASS,1988.713
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4003,VERMONT,670.118
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4002,NEWHAMPSHIRE,1488.199
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4004,CONNECTICUT,3558.58
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4005,RHODEISLAND,1044.797
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4001,MAINE,1586.617
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4002,NEWHAMPSHIRE,1488.199
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4003,VERMONT,670.118
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4004,CONNECTICUT,3558.58
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4005,RHODEISLAND,1044.797
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4006,SEMASS,1942.357
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4008,NEMASSBOST,3223.392
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4006,SEMASS,1942.357
2025-08-24 00:10:00+00:00,2025-08-23 20:10:00-04:00,4007,WCMASS,1988.713
