ts_utc,ts_local,location,load_mw,is_system
2025-08-05 00:00:00+00:00,2025-08-04 20:00:00-04:00,ISONE,18634.986,True
2025-08-05 00:05:00+00:00,2025-08-04 20:05:00-04:00,ISONE,18654.422,True
2025-08-05 00:10:00+00:00,2025-08-04 20:10:00-04:00,ISONE,18586.906,True
2025-08-05 00:15:00+00:00,2025-08-04 20:15:00-04:00,ISONE,18558.799,True
2025-08-05 00:20:00+00:00,2025-08-04 20:20:00-04:00,ISONE,18535.805,True
2025-08-05 00:25:00+00:00,2025-08-04 20:25:00-04:00,ISONE,18526.699,True
2025-08-05 00:30:00+00:00,2025-08-04 20:30:00-04:00,ISONE,18381.459,True
2025-08-05 00:35:00+00:00,2025-08-04 20:35:00-04:00,ISONE,18312.893,True
2025-08-05 00:40:00+00:00,2025-08-04 20:40:00-04:00,ISONE,18218.887,True
2025-08-05 00:45:00+00:00,2025-08-04 20:45:00-04:00,ISONE,18137.004,True
2025-08-05 00:50:00+00:00,2025-08-04 20:50:00-04:00,ISONE,18067.971,True
2025-08-05 00:55:00+00:00,2025-08-04 20:55:00-04:00,ISONE,18013.143,True
2025-08-05 01:00:00+00:00,2025-08-04 21:00:00-04:00,ISONE,17902.041,True
2025-08-05 01:05:00+00:00,2025-08-04 21:05:00-04:00,ISONE,17775.342,True
2025-08-05 01:10:00+00:00,2025-08-04 21:10:00-04:00,ISONE,17696.807,True
2025-08-05 01:15:00+00:00,2025-08-04 21:15:00-04:00,ISONE,17581.121,True
2025-08-05 01:20:00+00:00,2025-08-04 21:20:00-04:00,ISONE,17469.35,True
2025-08-05 01:25:00+00:00,2025-08-04 21:25:00-04:00,ISONE,17332.865,True
2025-08-05 01:30:00+00:00,2025-08-04 21:30:00-04:00,ISONE,17304.789,True
2025-08-05 01:35:00+00:00,2025-08-04 21:35:00-04:00,ISONE,17151.781,True
2025-08-05 01:40:00+00:00,2025-08-04 21:40:00-04:00,ISONE,17048.355,True
2025-08-05 01:45:00+00:00,2025-08-04 21:45:00-04:00,ISONE,16929.906,True
2025-08-05 01:50:00+00:00,2025-08-04 21:50:00-04:00,ISONE,16785.504,True
2025-08-05 01:55:00+00:00,2025-08-04 21:55:00-04:00,ISONE,16670.807,True
2025-08-05 02:00:00+00:00,2025-08-04 22:00:00-04:00,ISONE,16506.066,True
2025-08-05 02:05:00+00:00,2025-08-04 22:05:00-04:00,ISONE,16399.115,True
2025-08-05 02:10:00+00:00,2025-08-04 22:10:00-04:00,ISONE,16226.93,True
2025-08-05 02:15:00+00:00,2025-08-04 22:15:00-04:00,ISONE,16137.708,True
2025-08-05 02:20:00+00:00,2025-08-04 22:20:00-04:00,ISONE,16022.807,True
2025-08-05 02:25:00+00:00,2025-08-04 22:25:00-04:00,ISONE,15897.208,True
2025-08-05 02:30:00+00:00,2025-08-04 22:30:00-04:00,ISONE,15782.309,True
2025-08-05 02:35:00+00:00,2025-08-04 22:35:00-04:00,ISONE,15652.451,True
2025-08-05 02:40:00+00:00,2025-08-04 22:40:00-04:00,ISONE,15531.64,True
2025-08-05 02:45:00+00:00,2025-08-04 22:45:00-04:00,ISONE,15369.901,True
2025-08-05 02:50:00+00:00,2025-08-04 22:50:00-04:00,ISONE,15244.155,True
2025-08-05 02:55:00+00:00,2025-08-04 22:55:00-04:00,ISONE,15136.332,True
2025-08-05 03:00:00+00:00,2025-08-04 23:00:00-04:00,ISONE,15242.114,True
2025-08-05 03:05:00+00:00,2025-08-04 23:05:00-04:00,ISONE,15153.391,True
2025-08-05 03:10:00+00:00,2025-08-04 23:10:00-04:00,ISONE,15084.051,True
2025-08-05 03:15:00+00:00,2025-08-04 23:15:00-04:00,ISONE,15002.447,True
