ts_utc,ts_local,zone_id,zone_name,load_mw
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4001,MAINE,1431.774
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4002,NEWHAMPSHIRE,1424.696
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4003,VERMONT,687.374
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4004,CONNECTICUT,3995.247
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4005,RHODEISLAND,1165.625
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4006,SEMASS,1981.731
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4007,WCMASS,2180.744
2025-07-29 04:00:00+00:00,2025-07-29 00:00:00-04:00,4008,NEMASSBOST,3383.143
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4008,NEMASSBOST,3374.656
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4007,WCMASS,2177.778
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4005,RHODEISLAND,1159.985
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4006,SEMASS,1971.562
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4003,VERMONT,678.056
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4002,NEWHAMPSHIRE,1421.639
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4001,MAINE,1430.222
2025-07-29 04:05:00+00:00,2025-07-29 00:05:00-04:00,4004,CONNECTICUT,3982.589
2025-07-29 04:10:00+00:00,2025-07-29 00:10:00-04:00,4001,MAINE,1441.411
2025-07-29 04:10:00+00:00,2025-07-29 00:10:00-04:00,4002,NEWHAMPSHIRE,1411.389
2025-07-29 04:10:00+00:00,2025-07-29 00:10:00-04:00,4003,VERMONT,683.652
2025-07-29 04:10:00+00:00,2025-07-29 00:10:00-04:00,4004,CONNECTICUT,3959.267
