ts_utc,ts_local,location,load_mw,is_system
2025-08-18 00:00:00+00:00,2025-08-17 20:00:00-04:00,ISONE,19866.375,True
2025-08-18 00:05:00+00:00,2025-08-17 20:05:00-04:00,ISONE,19899.803,True
2025-08-18 00:10:00+00:00,2025-08-17 20:10:00-04:00,ISONE,19770.867,True
2025-08-18 00:15:00+00:00,2025-08-17 20:15:00-04:00,ISONE,19713.18,True
2025-08-18 00:20:00+00:00,2025-08-17 20:20:00-04:00,ISONE,19685.338,True
2025-08-18 00:25:00+00:00,2025-08-17 20:25:00-04:00,ISONE,19553.969,True
2025-08-18 00:30:00+00:00,2025-08-17 20:30:00-04:00,ISONE,19473.242,True
2025-08-18 00:35:00+00:00,2025-08-17 20:35:00-04:00,ISONE,19343.656,True
2025-08-18 00:40:00+00:00,2025-08-17 20:40:00-04:00,ISONE,19289.846,True
2025-08-18 00:45:00+00:00,2025-08-17 20:45:00-04:00,ISONE,19203.748,True
2025-08-18 00:50:00+00:00,2025-08-17 20:50:00-04:00,ISONE,19096.158,True
2025-08-18 00:55:00+00:00,2025-08-17 20:55:00-04:00,ISONE,18954.121,True
2025-08-18 01:00:00+00:00,2025-08-17 21:00:00-04:00,ISONE,18772.967,True
2025-08-18 01:05:00+00:00,2025-08-17 21:05:00-04:00,ISONE,18642.553,True
2025-08-18 01:10:00+00:00,2025-08-17 21:10:00-04:00,ISONE,18539.471,True
2025-08-18 01:15:00+00:00,2025-08-17 21:15:00-04:00,ISONE,18390.537,True
2025-08-18 01:20:00+00:00,2025-08-17 21:20:00-04:00,ISONE,18245.422,True
2025-08-18 01:25:00+00:00,2025-08-17 21:25:00-04:00,ISONE,18129.783,True
2025-08-18 01:30:00+00:00,2025-08-17 21:30:00-04:00,ISONE,18001.52,True
2025-08-18 01:35:00+00:00,2025-08-17 21:35:00-04:00,ISONE,17916.26,True
2025-08-18 01:40:00+00:00,2025-08-17 21:40:00-04:00,ISONE,17740.732,True
2025-08-18 01:45:00+00:00,2025-08-17 21:45:00-04:00,ISONE,17587.898,True
