ts_utc,ts_local,location,load_mw,is_system
2025-08-02 00:00:00+00:00,2025-08-01 20:00:00-04:00,ISONE,14667.413,True
2025-08-02 00:05:00+00:00,2025-08-01 20:05:00-04:00,ISONE,14649.478,True
2025-08-02 00:10:00+00:00,2025-08-01 20:10:00-04:00,ISONE,14627.351,True
2025-08-02 00:15:00+00:00,2025-08-01 20:15:00-04:00,ISONE,14605.639,True
2025-08-02 00:20:00+00:00,2025-08-01 20:20:00-04:00,ISONE,14624.516,True
2025-08-02 00:25:00+00:00,2025-08-01 20:25:00-04:00,ISONE,14631.97,True
2025-08-02 00:30:00+00:00,2025-08-01 20:30:00-04:00,ISONE,14620.614,True
2025-08-02 00:35:00+00:00,2025-08-01 20:35:00-04:00,ISONE,14625.916,True
2025-08-02 00:40:00+00:00,2025-08-01 20:40:00-04:00,ISONE,14611.047,True
2025-08-02 00:45:00+00:00,2025-08-01 20:45:00-04:00,ISONE,14516.077,True
2025-08-02 00:50:00+00:00,2025-08-01 20:50:00-04:00,ISONE,14485.183,True
2025-08-02 00:55:00+00:00,2025-08-01 20:55:00-04:00,ISONE,14396.121,True
2025-08-02 01:00:00+00:00,2025-08-01 21:00:00-04:00,ISONE,14379.709,True
2025-08-02 01:05:00+00:00,2025-08-01 21:05:00-04:00,ISONE,14312.241,True
2025-08-02 01:10:00+00:00,2025-08-01 21:10:00-04:00,ISONE,14254.608,True
2025-08-02 01:15:00+00:00,2025-08-01 21:15:00-04:00,ISONE,14124.422,True
2025-08-02 01:20:00+00:00,2025-08-01 21:20:00-04:00,ISONE,14129.754,True
2025-08-02 01:25:00+00:00,2025-08-01 21:25:00-04:00,ISONE,14059.981,True
2025-08-02 01:30:00+00:00,2025-08-01 21:30:00-04:00,ISONE,13994.498,True
2025-08-02 01:35:00+00:00,2025-08-01 21:35:00-04:00,ISONE,13907.491,True
2025-08-02 01:40:00+00:00,2025-08-01 21:40:00-04:00,ISONE,13837.601,True
2025-08-02 01:45:00+00:00,2025-08-01 21:45:00-04:00,ISONE,13761.824,True
2025-08-02 01:50:00+00:00,2025-08-01 21:50:00-04:00,ISONE,13681.961,True
2025-08-02 01:55:00+00:00,2025-08-01 21:55:00-04:00,ISONE,13592.252,True
2025-08-02 02:00:00+00:00,2025-08-01 22:00:00-04:00,ISONE,13506.86,True
2025-08-02 02:05:00+00:00,2025-08-01 22:05:00-04:00,ISONE,13435.919,True
2025-08-02 02:10:00+00:00,2025-08-01 22:10:00-04:00,ISONE,13361.662,True
2025-08-02 02:15:00+00:00,2025-08-01 22:15:00-04:00,ISONE,13282.496,True
2025-08-02 02:20:00+00:00,2025-08-01 22:20:00-04:00,ISONE,13208.955,True
2025-08-02 02:25:00+00:00,2025-08-01 22:25:00-04:00,ISONE,13088.493,True
2025-08-02 02:30:00+00:00,2025-08-01 22:30:00-04:00,ISONE,13037.061,True
2025-08-02 02:35:00+00:00,2025-08-01 22:35:00-04:00,ISONE,12962.605,True
2025-08-02 02:40:00+00:00,2025-08-01 22:40:00-04:00,ISONE,12838.917,True
