ts_utc,ts_local,zone_id,zone_name,load_mw
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4008,NEMASSBOST,3325.221
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4007,WCMASS,2219.296
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4006,SEMASS,2096.912
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4005,RHODEISLAND,1151.28
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4001,MAINE,1696.534
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4003,VERMONT,702.998
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4004,CONNECTICUT,3907.276
2025-08-08 00:00:00+00:00,2025-08-07 20:00:00-04:00,4002,NEWHAMPSHIRE,1618.835
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4002,NEWHAMPSHIRE,1617.027
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4003,VERMONT,713.126
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4004,CONNECTICUT,3901.496
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4005,RHODEISLAND,1152.991
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4006,SEMASS,2099.852
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4007,WCMASS,2218.088
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4008,NEMASSBOST,3323.384
2025-08-08 00:05:00+00:00,2025-08-07 20:05:00-04:00,4001,MAINE,1701.824
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4008,NEMASSBOST,3326.457
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4007,WCMASS,2215.842
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4006,SEMASS,2092.33
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4003,VERMONT,717.527
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4004,CONNECTICUT,3897.439
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4002,NEWHAMPSHIRE,1614.422
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4001,MAINE,1695.473
2025-08-08 00:10:00+00:00,2025-08-07 20:10:00-04:00,4005,RHODEISLAND,1155.8
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4008,NEMASSBOST,3311.469
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4005,RHODEISLAND,1144.279
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4007,WCMASS,2216.884
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4006,SEMASS,2100.735
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4003,VERMONT,712.513
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4002,NEWHAMPSHIRE,1606.208
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4004,CONNECTICUT,3891.783
2025-08-08 00:15:00+00:00,2025-08-07 20:15:00-04:00,4001,MAINE,1686.733
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4001,MAINE,1690.187
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4002,NEWHAMPSHIRE,1601.701
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4003,VERMONT,713.576
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4004,CONNECTICUT,3881.049
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4005,RHODEISLAND,1147.257
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4006,SEMASS,2082.086
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4007,WCMASS,2211.307
2025-08-08 00:20:00+00:00,2025-08-07 20:20:00-04:00,4008,NEMASSBOST,3321.027
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4008,NEMASSBOST,3313.386
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4007,WCMASS,2202.308
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4006,SEMASS,2075.262
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4001,MAINE,1690.12
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4004,CONNECTICUT,3863.266
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4003,VERMONT,715.429
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4002,NEWHAMPSHIRE,1596.893
2025-08-08 00:25:00+00:00,2025-08-07 20:25:00-04:00,4005,RHODEISLAND,1150.112
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4008,NEMASSBOST,3304.348
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4007,WCMASS,2200.965
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4006,SEMASS,2076.236
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4004,CONNECTICUT,3867.14
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4001,MAINE,1677.202
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4005,RHODEISLAND,1146.548
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4003,VERMONT,720.692
2025-08-08 00:30:00+00:00,2025-08-07 20:30:00-04:00,4002,NEWHAMPSHIRE,1594.869
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4001,MAINE,1666.802
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4002,NEWHAMPSHIRE,1592.331
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4003,VERMONT,725.336
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4004,CONNECTICUT,3847.657
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4005,RHODEISLAND,1144.953
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4006,SEMASS,2069.482
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4007,WCMASS,2191.095
2025-08-08 00:35:00+00:00,2025-08-07 20:35:00-04:00,4008,NEMASSBOST,3291.758
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4008,NEMASSBOST,3285.605
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4007,WCMASS,2180.138
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4006,SEMASS,2052.21
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4003,VERMONT,720.142
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4004,CONNECTICUT,3806.461
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4002,NEWHAMPSHIRE,1578.634
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4005,RHODEISLAND,1137.099
2025-08-08 00:40:00+00:00,2025-08-07 20:40:00-04:00,4001,MAINE,1660.055
2025-08-08 00:45:00+00:00,2025-08-07 20:45:00-04:00,4006,SEMASS,2045.211
2025-08-08 00:45:00+00:00,2025-08-07 20:45:00-04:00,4008,NEMASSBOST,3270.294
2025-08-08 00:45:00+00:00,2025-08-07 20:45:00-04:00,4007,WCMASS,2171.661
2025-08-08 00:45:00+00:00,2025-08-07 20:45:00-04:00,4005,RHODEISLAND,1129.329
2025-08-08 00:45:00+00:00,2025-08-07 20:45:00-04:00,4003,VERMONT,720.14
