ts_utc,ts_local,location,load_mw,is_system
2025-08-03 00:00:00+00:00,2025-08-02 20:00:00-04:00,ISONE,14482.993,True
2025-08-03 00:05:00+00:00,2025-08-02 20:05:00-04:00,ISONE,14552.642,True
2025-08-03 00:10:00+00:00,2025-08-02 20:10:00-04:00,ISONE,14478.226,True
2025-08-03 00:15:00+00:00,2025-08-02 20:15:00-04:00,ISONE,14478.086,True
2025-08-03 00:20:00+00:00,2025-08-02 20:20:00-04:00,ISONE,14486.051,True
2025-08-03 00:25:00+00:00,2025-08-02 20:25:00-04:00,ISONE,14502.214,True
2025-08-03 00:30:00+00:00,2025-08-02 20:30:00-04:00,ISONE,14448.513,True
2025-08-03 00:35:00+00:00,2025-08-02 20:35:00-04:00,ISONE,14432.505,True
2025-08-03 00:40:00+00:00,2025-08-02 20:40:00-04:00,ISONE,14389.728,True
2025-08-03 00:45:00+00:00,2025-08-02 20:45:00-04:00,ISONE,14375.742,True
2025-08-03 00:50:00+00:00,2025-08-02 20:50:00-04:00,ISONE,14324.233,True
2025-08-03 00:55:00+00:00,2025-08-02 20:55:00-04:00,ISONE,14284.199,True
2025-08-03 01:00:00+00:00,2025-08-02 21:00:00-04:00,ISONE,14228.334,True
2025-08-03 01:05:00+00:00,2025-08-02 21:05:00-04:00,ISONE,14173.67,True
2025-08-03 01:10:00+00:00,2025-08-02 21:10:00-04:00,ISONE,14069.837,True
2025-08-03 01:15:00+00:00,2025-08-02 21:15:00-04:00,ISONE,14058.323,True
2025-08-03 01:20:00+00:00,2025-08-02 21:20:00-04:00,ISONE,14005.86,True
2025-08-03 01:25:00+00:00,2025-08-02 21:25:00-04:00,ISONE,13927.683,True
2025-08-03 01:30:00+00:00,2025-08-02 21:30:00-04:00,ISONE,13842.878,True
2025-08-03 01:35:00+00:00,2025-08-02 21:35:00-04:00,ISONE,13799.833,True
2025-08-03 01:40:00+00:00,2025-08-02 21:40:00-04:00,ISONE,13760.497,True
2025-08-03 01:45:00+00:00,2025-08-02 21:45:00-04:00,ISONE,13671.339,True
2025-08-03 01:50:00+00:00,2025-08-02 21:50:00-04:00,ISONE,13580.977,True
2025-08-03 01:55:00+00:00,2025-08-02 21:55:00-04:00,ISONE,13547.964,True
2025-08-03 02:00:00+00:00,2025-08-02 22:00:00-04:00,ISONE,13378.161,True
2025-08-03 02:05:00+00:00,2025-08-02 22:05:00-04:00,ISONE,13322.647,True
2025-08-03 02:10:00+00:00,2025-08-02 22:10:00-04:00,ISONE,13245.454,True
2025-08-03 02:15:00+00:00,2025-08-02 22:15:00-04:00,ISONE,13185.675,True
2025-08-03 02:20:00+00:00,2025-08-02 22:20:00-04:00,ISONE,13094.089,True
2025-08-03 02:25:00+00:00,2025-08-02 22:25:00-04:00,ISONE,13017.365,True
2025-08-03 02:30:00+00:00,2025-08-02 22:30:00-04:00,ISONE,12946.595,True
2025-08-03 02:35:00+00:00,2025-08-02 22:35:00-04:00,ISONE,12883.458,True
2025-08-03 02:40:00+00:00,2025-08-02 22:40:00-04:00,ISONE,12768.835,True
2025-08-03 02:45:00+00:00,2025-08-02 22:45:00-04:00,ISONE,12716.535,True
2025-08-03 02:50:00+00:00,2025-08-02 22:50:00-04:00,ISONE,12644.609,True
2025-08-03 02:55:00+00:00,2025-08-02 22:55:00-04:00,ISONE,12524.703,True
2025-08-03 03:00:00+00:00,2025-08-02 23:00:00-04:00,ISONE,12422.279,True
2025-08-03 03:05:00+00:00,2025-08-02 23:05:00-04:00,ISONE,12387.029,True
2025-08-03 03:10:00+00:00,2025-08-02 23:10:00-04:00,ISONE,12282.523,True
2025-08-03 03:15:00+00:00,2025-08-02 23:15:00-04:00,ISONE,12202.325,True
2025-08-03 03:20:00+00:00,2025-08-02 23:20:00-04:00,ISONE,12141.825,True
2025-08-03 03:25:00+00:00,2025-08-02 23:25:00-04:00,ISONE,12003.154,True
2025-08-03 03:30:00+00:00,2025-08-02 23:30:00-04:00,ISONE,11939.414,True
2025-08-03 03:35:00+00:00,2025-08-02 23:35:00-04:00,ISONE,11904.311,True
2025-08-03 03:40:00+00:00,2025-08-02 23:40:00-04:00,ISONE,11835.233,True
2025-08-03 03:45:00+00:00,2025-08-02 23:45:00-04:00,ISONE,11763.521,True
2025-08-03 03:50:00+00:00,2025-08-02 23:50:00-04:00,ISONE,11638.366,True
2025-08-03 03:55:00+00:00,2025-08-02 23:55:00-04:00,ISONE,11608.197,True
2025-08-03 04:00:00+00:00,2025-08-03 00:00:00-04:00,ISONE,11522.378,True
2025-08-03 04:05:00+00:00,2025-08-03 00:05:00-04:00,ISONE,11464.263,True
2025-08-03 04:10:00+00:00,2025-08-03 00:10:00-04:00,ISONE,11402.762,True
2025-08-03 04:15:00+00:00,2025-08-03 00:15:00-04:00,ISONE,11355.119,True
2025-08-03 04:20:00+00:00,2025-08-03 00:20:00-04:00,ISONE,11290.569,True
2025-08-03 04:25:00+00:00,2025-08-03 00:25:00-04:00,ISONE,11229.149,True
2025-08-03 04:30:00+00:00,2025-08-03 00:30:00-04:00,ISONE,11149.479,True
2025-08-03 04:35:00+00:00,2025-08-03 00:35:00-04:00,ISONE,11150.94,True
2025-08-03 04:40:00+00:00,2025-08-03 00:40:00-04:00,ISONE,11035.557,True
2025-08-03 04:45:00+00:00,2025-08-03 00:45:00-04:00,ISONE,10992.965,True
2025-08-03 04:50:00+00:00,2025-08-03 00:50:00-04:00,ISONE,10994.542,True
2025-08-03 04:55:00+00:00,2025-08-03 00:55:00-04:00,ISONE,10952.046,True
2025-08-03 05:00:00+00:00,2025-08-03 01:00:00-04:00,ISONE,10878.599,True
2025-08-03 05:05:00+00:00,2025-08-03 01:05:00-04:00,ISONE,10840.725,True
2025-08-03 05:10:00+00:00,2025-08-03 01:10:00-04:00,ISONE,10798.715,True
2025-08-03 05:15:00+00:00,2025-08-03 01:15:00-04:00,ISONE,10744.703,True
2025-08-03 05:20:00+00:00,2025-08-03 01:20:00-04:00,ISONE,10741.983,True
2025-08-03 05:25:00+00:00,2025-08-03 01:25:00-04:00,ISONE,10630.841,True
2025-08-03 05:30:00+00:00,2025-08-03 01:30:00-04:00,ISONE,10584.575,True
2025-08-03 05:35:00+00:00,2025-08-03 01:35:00-04:00,ISONE,10549.254,True
2025-08-03 05:40:00+00:00,2025-08-03 01:40:00-04:00,ISONE,10508.054,True
2025-08-03 05:45:00+00:00,2025-08-03 01:45:00-04:00,ISONE,10465.323,True
2025-08-03 05:50:00+00:00,2025-08-03 01:50:00-04:00,ISONE,10402.544,True
2025-08-03 05:55:00+00:00,2025-08-03 01:55:00-04:00,ISONE,10382.237,True
2025-08-03 06:00:00+00:00,2025-08-03 02:00:00-04:00,ISONE,10392.272,True
2025-08-03 06:05:00+00:00,2025-08-03 02:05:00-04:00,ISONE,10345.552,True
2025-08-03 06:10:00+00:00,2025-08-03 02:10:00-04:00,ISONE,10512.254,True
2025-08-03 06:15:00+00:00,2025-08-03 02:15:00-04:00,ISONE,10525.632,True
2025-08-03 06:20:00+00:00,2025-08-03 02:20:00-04:00,ISONE,10507.4,True
2025-08-03 06:25:00+00:00,2025-08-03 02:25:00-04:00,ISONE,10451.803,True
2025-08-03 06:30:00+00:00,2025-08-03 02:30:00-04:00,ISONE,10429.731,True
