ts_utc,ts_local,zone_id,zone_name,load_mw
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4008,NEMASSBOST,4421.009
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4007,WCMASS,2782.025
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4006,SEMASS,2721.382
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4005,RHODEISLAND,1461.084
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4001,MAINE,2107.885
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4003,VERMONT,810.289
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4004,CONNECTICUT,5165.662
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,4002,NEWHAMPSHIRE,2073.073
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4002,NEWHAMPSHIRE,2064.848
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4003,VERMONT,807.339
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4004,CONNECTICUT,5165.113
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4005,RHODEISLAND,1461.443
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4006,SEMASS,2731.678
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4007,WCMASS,2797.22
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4008,NEMASSBOST,4418.762
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,4001,MAINE,2102.711
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4008,NEMASSBOST,4412.375
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4007,WCMASS,2796.246
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4006,SEMASS,2722.757
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4003,VERMONT,805.701
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4004,CONNECTICUT,5159.247
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4002,NEWHAMPSHIRE,2055.347
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4001,MAINE,2093.776
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,4005,RHODEISLAND,1447.159
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4008,NEMASSBOST,4411.142
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4005,RHODEISLAND,1434.837
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4007,WCMASS,2799.868
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4006,SEMASS,2719.342
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4003,VERMONT,812.106
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4002,NEWHAMPSHIRE,2053.484
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4004,CONNECTICUT,5127.604
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,4001,MAINE,2096.136
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4001,MAINE,2094.526
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4002,NEWHAMPSHIRE,2049.375
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4003,VERMONT,811.298
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4004,CONNECTICUT,5158.75
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4005,RHODEISLAND,1438.806
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4006,SEMASS,2708.96
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4007,WCMASS,2797.888
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,4008,NEMASSBOST,4400.212
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4008,NEMASSBOST,4380.058
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4007,WCMASS,2783.448
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4006,SEMASS,2686.6
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4001,MAINE,2080.981
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4004,CONNECTICUT,5133.389
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4003,VERMONT,805.809
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4002,NEWHAMPSHIRE,2035.583
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,4005,RHODEISLAND,1439.947
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4008,NEMASSBOST,4351.42
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4007,WCMASS,2763.155
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4006,SEMASS,2681.507
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4004,CONNECTICUT,5093.227
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4001,MAINE,2065.768
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4005,RHODEISLAND,1427.374
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4003,VERMONT,804.274
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,4002,NEWHAMPSHIRE,2021.91
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4001,MAINE,2056.772
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4002,NEWHAMPSHIRE,2016.47
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4003,VERMONT,827.355
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4004,CONNECTICUT,5063.296
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4005,RHODEISLAND,1411.896
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4006,SEMASS,2658.396
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4007,WCMASS,2759.475
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,4008,NEMASSBOST,4346.042
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4008,NEMASSBOST,4309.98
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4007,WCMASS,2738.885
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4006,SEMASS,2635.301
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4003,VERMONT,820.107
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4004,CONNECTICUT,5025.837
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4002,NEWHAMPSHIRE,1997.868
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4005,RHODEISLAND,1414.93
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,4001,MAINE,2040.156
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4006,SEMASS,2629.007
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4008,NEMASSBOST,4306.672
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4007,WCMASS,2734.981
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4005,RHODEISLAND,1417.541
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4003,VERMONT,820.575
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4002,NEWHAMPSHIRE,1993.716
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4001,MAINE,2034.046
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,4004,CONNECTICUT,5001.923
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4001,MAINE,2017.384
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4002,NEWHAMPSHIRE,1977.335
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4003,VERMONT,815.179
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4004,CONNECTICUT,4960.431
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4005,RHODEISLAND,1401.877
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4006,SEMASS,2606.913
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,4007,WCMASS,2716.661
