ts_utc,ts_local,location,load_mw,is_system
2025-08-13 00:00:00+00:00,2025-08-12 20:00:00-04:00,ISONE,21650.648,True
2025-08-13 00:05:00+00:00,2025-08-12 20:05:00-04:00,ISONE,21550.721,True
2025-08-13 00:10:00+00:00,2025-08-12 20:10:00-04:00,ISONE,21513.285,True
2025-08-13 00:15:00+00:00,2025-08-12 20:15:00-04:00,ISONE,21456.777,True
2025-08-13 00:20:00+00:00,2025-08-12 20:20:00-04:00,ISONE,21427.377,True
2025-08-13 00:25:00+00:00,2025-08-12 20:25:00-04:00,ISONE,21349.287,True
2025-08-13 00:30:00+00:00,2025-08-12 20:30:00-04:00,ISONE,21216.883,True
2025-08-13 00:35:00+00:00,2025-08-12 20:35:00-04:00,ISONE,21157.406,True
2025-08-13 00:40:00+00:00,2025-08-12 20:40:00-04:00,ISONE,21039.977,True
2025-08-13 00:45:00+00:00,2025-08-12 20:45:00-04:00,ISONE,20929.188,True
2025-08-13 00:50:00+00:00,2025-08-12 20:50:00-04:00,ISONE,20800.756,True
2025-08-13 00:55:00+00:00,2025-08-12 20:55:00-04:00,ISONE,20718.037,True
2025-08-13 01:00:00+00:00,2025-08-12 21:00:00-04:00,ISONE,20569.816,True
2025-08-13 01:05:00+00:00,2025-08-12 21:05:00-04:00,ISONE,20411.828,True
2025-08-13 01:10:00+00:00,2025-08-12 21:10:00-04:00,ISONE,20288.605,True
2025-08-13 01:15:00+00:00,2025-08-12 21:15:00-04:00,ISONE,20171.637,True
2025-08-13 01:20:00+00:00,2025-08-12 21:20:00-04:00,ISONE,20079.725,True
2025-08-13 01:25:00+00:00,2025-08-12 21:25:00-04:00,ISONE,19891.729,True
2025-08-13 01:30:00+00:00,2025-08-12 21:30:00-04:00,ISONE,19810.744,True
2025-08-13 01:35:00+00:00,2025-08-12 21:35:00-04:00,ISONE,19676.25,True
2025-08-13 01:40:00+00:00,2025-08-12 21:40:00-04:00,ISONE,19529.781,True
2025-08-13 01:45:00+00:00,2025-08-12 21:45:00-04:00,ISONE,19369.369,True
2025-08-13 01:50:00+00:00,2025-08-12 21:50:00-04:00,ISONE,19253.104,True
2025-08-13 01:55:00+00:00,2025-08-12 21:55:00-04:00,ISONE,19358.746,True
2025-08-13 02:00:00+00:00,2025-08-12 22:00:00-04:00,ISONE,19208.291,True
2025-08-13 02:05:00+00:00,2025-08-12 22:05:00-04:00,ISONE,19030.449,True
2025-08-13 02:10:00+00:00,2025-08-12 22:10:00-04:00,ISONE,18886.393,True
2025-08-13 02:15:00+00:00,2025-08-12 22:15:00-04:00,ISONE,18761.98,True
2025-08-13 02:20:00+00:00,2025-08-12 22:20:00-04:00,ISONE,18639.375,True
2025-08-13 02:25:00+00:00,2025-08-12 22:25:00-04:00,ISONE,18469.979,True
2025-08-13 02:30:00+00:00,2025-08-12 22:30:00-04:00,ISONE,18386.775,True
2025-08-13 02:35:00+00:00,2025-08-12 22:35:00-04:00,ISONE,18206.539,True
2025-08-13 02:40:00+00:00,2025-08-12 22:40:00-04:00,ISONE,18115.848,True
2025-08-13 02:45:00+00:00,2025-08-12 22:45:00-04:00,ISONE,17958.16,True
2025-08-13 02:50:00+00:00,2025-08-12 22:50:00-04:00,ISONE,17830.479,True
2025-08-13 02:55:00+00:00,2025-08-12 22:55:00-04:00,ISONE,17914.217,True
2025-08-13 03:00:00+00:00,2025-08-12 23:00:00-04:00,ISONE,17787.045,True
2025-08-13 03:05:00+00:00,2025-08-12 23:05:00-04:00,ISONE,17664.715,True
2025-08-13 03:10:00+00:00,2025-08-12 23:10:00-04:00,ISONE,17499.584,True
2025-08-13 03:15:00+00:00,2025-08-12 23:15:00-04:00,ISONE,17366.631,True
2025-08-13 03:20:00+00:00,2025-08-12 23:20:00-04:00,ISONE,17266.463,True
2025-08-13 03:25:00+00:00,2025-08-12 23:25:00-04:00,ISONE,17141.529,True
2025-08-13 03:30:00+00:00,2025-08-12 23:30:00-04:00,ISONE,17008.477,True
2025-08-13 03:35:00+00:00,2025-08-12 23:35:00-04:00,ISONE,16894.564,True
2025-08-13 03:40:00+00:00,2025-08-12 23:40:00-04:00,ISONE,16758.279,True
2025-08-13 03:45:00+00:00,2025-08-12 23:45:00-04:00,ISONE,16702.137,True
2025-08-13 03:50:00+00:00,2025-08-12 23:50:00-04:00,ISONE,16589.186,True
2025-08-13 03:55:00+00:00,2025-08-12 23:55:00-04:00,ISONE,16475.484,True
2025-08-13 04:00:00+00:00,2025-08-13 00:00:00-04:00,ISONE,16929.926,True
2025-08-13 04:05:00+00:00,2025-08-13 00:05:00-04:00,ISONE,16943.271,True
2025-08-13 04:10:00+00:00,2025-08-13 00:10:00-04:00,ISONE,16744.967,True
2025-08-13 04:15:00+00:00,2025-08-13 00:15:00-04:00,ISONE,16696.07,True
2025-08-13 04:20:00+00:00,2025-08-13 00:20:00-04:00,ISONE,16543.918,True
2025-08-13 04:25:00+00:00,2025-08-13 00:25:00-04:00,ISONE,16524.904,True
2025-08-13 04:30:00+00:00,2025-08-13 00:30:00-04:00,ISONE,16427.914,True
2025-08-13 04:35:00+00:00,2025-08-13 00:35:00-04:00,ISONE,16300.688,True
2025-08-13 04:40:00+00:00,2025-08-13 00:40:00-04:00,ISONE,16268.508,True
2025-08-13 04:45:00+00:00,2025-08-13 00:45:00-04:00,ISONE,16196.725,True
2025-08-13 04:50:00+00:00,2025-08-13 00:50:00-04:00,ISONE,16048.066,True
2025-08-13 04:55:00+00:00,2025-08-13 00:55:00-04:00,ISONE,16054.168,True
2025-08-13 05:00:00+00:00,2025-08-13 01:00:00-04:00,ISONE,15995.003,True
2025-08-13 05:05:00+00:00,2025-08-13 01:05:00-04:00,ISONE,15939.656,True
2025-08-13 05:10:00+00:00,2025-08-13 01:10:00-04:00,ISONE,15870.504,True
2025-08-13 05:15:00+00:00,2025-08-13 01:15:00-04:00,ISONE,15804.912,True
