ts_utc,ts_local,location,load_mw,is_system
2025-08-21 00:00:00+00:00,2025-08-20 20:00:00-04:00,ISONE,13772.976,True
2025-08-21 00:05:00+00:00,2025-08-20 20:05:00-04:00,ISONE,13772.811,True
2025-08-21 00:10:00+00:00,2025-08-20 20:10:00-04:00,ISONE,13730.89,True
2025-08-21 00:15:00+00:00,2025-08-20 20:15:00-04:00,ISONE,13668.146,True
2025-08-21 00:20:00+00:00,2025-08-20 20:20:00-04:00,ISONE,13622.655,True
2025-08-21 00:25:00+00:00,2025-08-20 20:25:00-04:00,ISONE,13556.335,True
2025-08-21 00:30:00+00:00,2025-08-20 20:30:00-04:00,ISONE,13542.188,True
2025-08-21 00:35:00+00:00,2025-08-20 20:35:00-04:00,ISONE,13494.574,True
2025-08-21 00:40:00+00:00,2025-08-20 20:40:00-04:00,ISONE,13415.813,True
2025-08-21 00:45:00+00:00,2025-08-20 20:45:00-04:00,ISONE,13361.521,True
2025-08-21 00:50:00+00:00,2025-08-20 20:50:00-04:00,ISONE,13315.133,True
2025-08-21 00:55:00+00:00,2025-08-20 20:55:00-04:00,ISONE,13286.773,True
2025-08-21 01:00:00+00:00,2025-08-20 21:00:00-04:00,ISONE,13174.631,True
2025-08-21 01:05:00+00:00,2025-08-20 21:05:00-04:00,ISONE,13087.467,True
2025-08-21 01:10:00+00:00,2025-08-20 21:10:00-04:00,ISONE,13028.239,True
2025-08-21 01:15:00+00:00,2025-08-20 21:15:00-04:00,ISONE,12986.461,True
2025-08-21 01:20:00+00:00,2025-08-20 21:20:00-04:00,ISONE,12933.799,True
2025-08-21 01:25:00+00:00,2025-08-20 21:25:00-04:00,ISONE,12845.871,True
2025-08-21 01:30:00+00:00,2025-08-20 21:30:00-04:00,ISONE,12805.178,True
2025-08-21 01:35:00+00:00,2025-08-20 21:35:00-04:00,ISONE,12738.917,True
2025-08-21 01:40:00+00:00,2025-08-20 21:40:00-04:00,ISONE,12642.984,True
2025-08-21 01:45:00+00:00,2025-08-20 21:45:00-04:00,ISONE,12603.926,True
2025-08-21 01:50:00+00:00,2025-08-20 21:50:00-04:00,ISONE,12507.521,True
2025-08-21 01:55:00+00:00,2025-08-20 21:55:00-04:00,ISONE,12477.433,True
2025-08-21 02:00:00+00:00,2025-08-20 22:00:00-04:00,ISONE,12316.986,True
2025-08-21 02:05:00+00:00,2025-08-20 22:05:00-04:00,ISONE,12228.539,True
2025-08-21 02:10:00+00:00,2025-08-20 22:10:00-04:00,ISONE,12131.706,True
2025-08-21 02:15:00+00:00,2025-08-20 22:15:00-04:00,ISONE,12045.365,True
2025-08-21 02:20:00+00:00,2025-08-20 22:20:00-04:00,ISONE,11972.963,True
2025-08-21 02:25:00+00:00,2025-08-20 22:25:00-04:00,ISONE,11894.881,True
2025-08-21 02:30:00+00:00,2025-08-20 22:30:00-04:00,ISONE,11839.941,True
2025-08-21 02:35:00+00:00,2025-08-20 22:35:00-04:00,ISONE,11777.384,True
2025-08-21 02:40:00+00:00,2025-08-20 22:40:00-04:00,ISONE,11653.799,True
2025-08-21 02:45:00+00:00,2025-08-20 22:45:00-04:00,ISONE,11615.438,True
2025-08-21 02:50:00+00:00,2025-08-20 22:50:00-04:00,ISONE,11562.798,True
2025-08-21 02:55:00+00:00,2025-08-20 22:55:00-04:00,ISONE,11453.947,True
2025-08-21 03:00:00+00:00,2025-08-20 23:00:00-04:00,ISONE,11351.247,True
2025-08-21 03:05:00+00:00,2025-08-20 23:05:00-04:00,ISONE,11299.313,True
2025-08-21 03:10:00+00:00,2025-08-20 23:10:00-04:00,ISONE,11248.891,True
2025-08-21 03:15:00+00:00,2025-08-20 23:15:00-04:00,ISONE,11411.916,True
2025-08-21 03:20:00+00:00,2025-08-20 23:20:00-04:00,ISONE,11402.688,True
2025-08-21 03:25:00+00:00,2025-08-20 23:25:00-04:00,ISONE,11380.514,True
2025-08-21 03:30:00+00:00,2025-08-20 23:30:00-04:00,ISONE,11277.948,True
2025-08-21 03:35:00+00:00,2025-08-20 23:35:00-04:00,ISONE,11223.527,True
2025-08-21 03:40:00+00:00,2025-08-20 23:40:00-04:00,ISONE,11180.203,True
2025-08-21 03:45:00+00:00,2025-08-20 23:45:00-04:00,ISONE,11100.814,True
2025-08-21 03:50:00+00:00,2025-08-20 23:50:00-04:00,ISONE,11062.463,True
2025-08-21 03:55:00+00:00,2025-08-20 23:55:00-04:00,ISONE,10965.359,True
2025-08-21 04:00:00+00:00,2025-08-21 00:00:00-04:00,ISONE,10948.391,True
2025-08-21 04:05:00+00:00,2025-08-21 00:05:00-04:00,ISONE,11167.648,True
2025-08-21 04:10:00+00:00,2025-08-21 00:10:00-04:00,ISONE,11166.557,True
2025-08-21 04:15:00+00:00,2025-08-21 00:15:00-04:00,ISONE,11070.113,True
2025-08-21 04:20:00+00:00,2025-08-21 00:20:00-04:00,ISONE,11005.626,True
2025-08-21 04:25:00+00:00,2025-08-21 00:25:00-04:00,ISONE,10957.222,True
2025-08-21 04:30:00+00:00,2025-08-21 00:30:00-04:00,ISONE,10912.94,True
2025-08-21 04:35:00+00:00,2025-08-21 00:35:00-04:00,ISONE,10865.065,True
2025-08-21 04:40:00+00:00,2025-08-21 00:40:00-04:00,ISONE,10876.24,True
2025-08-21 04:45:00+00:00,2025-08-21 00:45:00-04:00,ISONE,10829.188,True
2025-08-21 04:50:00+00:00,2025-08-21 00:50:00-04:00,ISONE,10823.237,True
2025-08-21 04:55:00+00:00,2025-08-21 00:55:00-04:00,ISONE,10808.163,True
2025-08-21 05:00:00+00:00,2025-08-21 01:00:00-04:00,ISONE,10769.519,True
2025-08-21 05:05:00+00:00,2025-08-21 01:05:00-04:00,ISONE,10724.068,True
2025-08-21 05:10:00+00:00,2025-08-21 01:10:00-04:00,ISONE,10730.291,True
2025-08-21 05:15:00+00:00,2025-08-21 01:15:00-04:00,ISONE,10688.447,True
2025-08-21 05:20:00+00:00,2025-08-21 01:20:00-04:00,ISONE,10651.402,True
2025-08-21 05:25:00+00:00,2025-08-21 01:25:00-04:00,ISONE,10612.789,True
2025-08-21 05:30:00+00:00,2025-08-21 01:30:00-04:00,ISONE,10604.463,True
2025-08-21 05:35:00+00:00,2025-08-21 01:35:00-04:00,ISONE,10560.51,True
2025-08-21 05:40:00+00:00,2025-08-21 01:40:00-04:00,ISONE,10536.448,True
2025-08-21 05:45:00+00:00,2025-08-21 01:45:00-04:00,ISONE,10502.038,True
2025-08-21 05:50:00+00:00,2025-08-21 01:50:00-04:00,ISONE,10462.48,True
2025-08-21 05:55:00+00:00,2025-08-21 01:55:00-04:00,ISONE,10470.649,True
2025-08-21 06:00:00+00:00,2025-08-21 02:00:00-04:00,ISONE,10419.535,True
2025-08-21 06:05:00+00:00,2025-08-21 02:05:00-04:00,ISONE,10408.884,True
2025-08-21 06:10:00+00:00,2025-08-21 02:10:00-04:00,ISONE,10400.135,True
2025-08-21 06:15:00+00:00,2025-08-21 02:15:00-04:00,ISONE,10380.0,True
2025-08-21 06:20:00+00:00,2025-08-21 02:20:00-04:00,ISONE,10602.599,True
2025-08-21 06:25:00+00:00,2025-08-21 02:25:00-04:00,ISONE,10602.157,True
2025-08-21 06:30:00+00:00,2025-08-21 02:30:00-04:00,ISONE,10578.325,True
2025-08-21 06:35:00+00:00,2025-08-21 02:35:00-04:00,ISONE,10585.625,True
2025-08-21 06:40:00+00:00,2025-08-21 02:40:00-04:00,ISONE,10549.328,True
2025-08-21 06:45:00+00:00,2025-08-21 02:45:00-04:00,ISONE,10539.705,True
2025-08-21 06:50:00+00:00,2025-08-21 02:50:00-04:00,ISONE,10525.521,True
2025-08-21 06:55:00+00:00,2025-08-21 02:55:00-04:00,ISONE,10526.208,True
2025-08-21 07:00:00+00:00,2025-08-21 03:00:00-04:00,ISONE,10520.4,True
2025-08-21 07:05:00+00:00,2025-08-21 03:05:00-04:00,ISONE,10520.825,True
2025-08-21 07:10:00+00:00,2025-08-21 03:10:00-04:00,ISONE,10530.125,True
2025-08-21 07:15:00+00:00,2025-08-21 03:15:00-04:00,ISONE,10508.21,True
2025-08-21 07:20:00+00:00,2025-08-21 03:20:00-04:00,ISONE,10497.915,True
2025-08-21 07:25:00+00:00,2025-08-21 03:25:00-04:00,ISONE,10517.384,True
2025-08-21 07:30:00+00:00,2025-08-21 03:30:00-04:00,ISONE,10501.498,True
2025-08-21 07:35:00+00:00,2025-08-21 03:35:00-04:00,ISONE,10522.189,True
2025-08-21 07:40:00+00:00,2025-08-21 03:40:00-04:00,ISONE,10494.688,True
2025-08-21 07:45:00+00:00,2025-08-21 03:45:00-04:00,ISONE,10510.168,True
2025-08-21 07:50:00+00:00,2025-08-21 03:50:00-04:00,ISONE,10507.459,True
2025-08-21 07:55:00+00:00,2025-08-21 03:55:00-04:00,ISONE,10521.746,True
2025-08-21 08:00:00+00:00,2025-08-21 04:00:00-04:00,ISONE,10547.332,True
2025-08-21 08:05:00+00:00,2025-08-21 04:05:00-04:00,ISONE,10636.381,True
2025-08-21 08:10:00+00:00,2025-08-21 04:10:00-04:00,ISONE,10645.16,True
2025-08-21 08:15:00+00:00,2025-08-21 04:15:00-04:00,ISONE,10643.936,True
2025-08-21 08:20:00+00:00,2025-08-21 04:20:00-04:00,ISONE,10671.385,True
2025-08-21 08:25:00+00:00,2025-08-21 04:25:00-04:00,ISONE,10698.258,True
2025-08-21 08:30:00+00:00,2025-08-21 04:30:00-04:00,ISONE,10700.884,True
2025-08-21 08:35:00+00:00,2025-08-21 04:35:00-04:00,ISONE,10735.184,True
2025-08-21 08:40:00+00:00,2025-08-21 04:40:00-04:00,ISONE,10776.692,True
2025-08-21 08:45:00+00:00,2025-08-21 04:45:00-04:00,ISONE,10774.598,True
2025-08-21 08:50:00+00:00,2025-08-21 04:50:00-04:00,ISONE,10819.628,True
2025-08-21 08:55:00+00:00,2025-08-21 04:55:00-04:00,ISONE,10852.155,True
2025-08-21 09:00:00+00:00,2025-08-21 05:00:00-04:00,ISONE,10685.938,True
2025-08-21 09:05:00+00:00,2025-08-21 05:05:00-04:00,ISONE,10802.098,True
2025-08-21 09:10:00+00:00,2025-08-21 05:10:00-04:00,ISONE,10890.454,True
2025-08-21 09:15:00+00:00,2025-08-21 05:15:00-04:00,ISONE,10912.013,True
2025-08-21 09:20:00+00:00,2025-08-21 05:20:00-04:00,ISONE,10945.745,True
2025-08-21 09:25:00+00:00,2025-08-21 05:25:00-04:00,ISONE,10990.387,True
